claim_id,report_id,ticker,agent_type,claim_type,claim_text,evidence_id,evidence_source,expected_status
NVDA_risk_neutral_fundamental_claim_001,NVDA_risk_neutral_fundamental_report,NVDA,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for NVDA under risk_neutral. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.38566521385831426.",NVDA_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
NVDA_risk_neutral_sentiment_claim_001,NVDA_risk_neutral_sentiment_report,NVDA,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for NVDA under risk_neutral. The public-news keyword sentiment score is 0.800000, with 4 positive and 0 negative keyword hits.",NVDA_GDELT_202401_000,GDELT_NEWS,supported
NVDA_risk_neutral_multi_agent_claim_001,NVDA_risk_neutral_multi_agent_report,NVDA,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for NVDA under risk_neutral. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",NVDA_risk_neutral_DEBATE,debate_log,supported
NVDA_risk_averse_valuation_claim_001,NVDA_risk_averse_valuation_report,NVDA,valuation,price_momentum_and_volatility,"The valuation agent recommends HOLD for NVDA under risk_averse. The decision is based on January return 0.277342, annualized volatility 0.314089, and max drawdown -0.019865.",NVDA_PRICE_VOLUME_JAN2024,price_volume,supported
NVDA_risk_averse_fundamental_claim_001,NVDA_risk_averse_fundamental_report,NVDA,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for NVDA under risk_averse. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.38566521385831426.",NVDA_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
NVDA_risk_averse_sentiment_claim_001,NVDA_risk_averse_sentiment_report,NVDA,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for NVDA under risk_averse. The public-news keyword sentiment score is 0.800000, with 4 positive and 0 negative keyword hits.",NVDA_GDELT_202401_000,GDELT_NEWS,supported
NVDA_risk_averse_multi_agent_claim_001,NVDA_risk_averse_multi_agent_report,NVDA,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for NVDA under risk_averse. The weighted consensus score is 0.752164, combining valuation, fundamental, and sentiment agents.",NVDA_risk_averse_DEBATE,debate_log,supported
NVDA_risk_seeking_valuation_claim_001,NVDA_risk_seeking_valuation_report,NVDA,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for NVDA under risk_seeking. The decision is based on January return 0.277342, annualized volatility 0.314089, and max drawdown -0.019865.",NVDA_PRICE_VOLUME_JAN2024,price_volume,supported
NVDA_risk_seeking_fundamental_claim_001,NVDA_risk_seeking_fundamental_report,NVDA,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for NVDA under risk_seeking. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.38566521385831426.",NVDA_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
NVDA_risk_seeking_sentiment_claim_001,NVDA_risk_seeking_sentiment_report,NVDA,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for NVDA under risk_seeking. The public-news keyword sentiment score is 0.800000, with 4 positive and 0 negative keyword hits.",NVDA_GDELT_202401_000,GDELT_NEWS,supported
NVDA_risk_seeking_multi_agent_claim_001,NVDA_risk_seeking_multi_agent_report,NVDA,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for NVDA under risk_seeking. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",NVDA_risk_seeking_DEBATE,debate_log,supported
AMD_risk_neutral_valuation_claim_001,AMD_risk_neutral_valuation_report,AMD,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for AMD under risk_neutral. The decision is based on January return 0.210059, annualized volatility 0.534423, and max drawdown -0.070094.",AMD_PRICE_VOLUME_JAN2024,price_volume,supported
AMD_risk_neutral_fundamental_claim_001,AMD_risk_neutral_fundamental_report,AMD,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for AMD under risk_neutral. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",AMD_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
AMD_risk_neutral_sentiment_claim_001,AMD_risk_neutral_sentiment_report,AMD,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for AMD under risk_neutral. The public-news keyword sentiment score is 0.285714, with 4 positive and 2 negative keyword hits.",AMD_GDELT_202401_000,GDELT_NEWS,supported
AMD_risk_neutral_multi_agent_claim_001,AMD_risk_neutral_multi_agent_report,AMD,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for AMD under risk_neutral. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",AMD_risk_neutral_DEBATE,debate_log,supported
AMD_risk_averse_valuation_claim_001,AMD_risk_averse_valuation_report,AMD,valuation,price_momentum_and_volatility,"The valuation agent recommends SELL for AMD under risk_averse. The decision is based on January return 0.210059, annualized volatility 0.534423, and max drawdown -0.070094.",AMD_PRICE_VOLUME_JAN2024,price_volume,supported
AMD_risk_averse_fundamental_claim_001,AMD_risk_averse_fundamental_report,AMD,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for AMD under risk_averse. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",AMD_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
AMD_risk_averse_sentiment_claim_001,AMD_risk_averse_sentiment_report,AMD,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for AMD under risk_averse. The public-news keyword sentiment score is 0.285714, with 4 positive and 2 negative keyword hits.",AMD_GDELT_202401_000,GDELT_NEWS,supported
AMD_risk_averse_multi_agent_claim_001,AMD_risk_averse_multi_agent_report,AMD,multi_agent,consensus_decision,"The multi-agent consensus recommends HOLD for AMD under risk_averse. The weighted consensus score is 0.252278, combining valuation, fundamental, and sentiment agents.",AMD_risk_averse_DEBATE,debate_log,supported
AMD_risk_seeking_valuation_claim_001,AMD_risk_seeking_valuation_report,AMD,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for AMD under risk_seeking. The decision is based on January return 0.210059, annualized volatility 0.534423, and max drawdown -0.070094.",AMD_PRICE_VOLUME_JAN2024,price_volume,supported
AMD_risk_seeking_fundamental_claim_001,AMD_risk_seeking_fundamental_report,AMD,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for AMD under risk_seeking. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",AMD_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
AMD_risk_seeking_sentiment_claim_001,AMD_risk_seeking_sentiment_report,AMD,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for AMD under risk_seeking. The public-news keyword sentiment score is 0.285714, with 4 positive and 2 negative keyword hits.",AMD_GDELT_202401_000,GDELT_NEWS,supported
AMD_risk_seeking_multi_agent_claim_001,AMD_risk_seeking_multi_agent_report,AMD,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for AMD under risk_seeking. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",AMD_risk_seeking_DEBATE,debate_log,supported
AVGO_risk_neutral_valuation_claim_001,AVGO_risk_neutral_valuation_report,AVGO,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for AVGO under risk_neutral. The decision is based on January return 0.087177, annualized volatility 0.332711, and max drawdown -0.058914.",AVGO_PRICE_VOLUME_JAN2024,price_volume,supported
AVGO_risk_neutral_fundamental_claim_001,AVGO_risk_neutral_fundamental_report,AVGO,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for AVGO under risk_neutral. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.6707703709803599.",AVGO_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
AVGO_risk_neutral_sentiment_claim_001,AVGO_risk_neutral_sentiment_report,AVGO,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for AVGO under risk_neutral. The public-news keyword sentiment score is 0.666667, with 2 positive and 0 negative keyword hits.",AVGO_GDELT_202401_000,GDELT_NEWS,supported
AVGO_risk_neutral_multi_agent_claim_001,AVGO_risk_neutral_multi_agent_report,AVGO,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for AVGO under risk_neutral. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",AVGO_risk_neutral_DEBATE,debate_log,supported
AVGO_risk_averse_valuation_claim_001,AVGO_risk_averse_valuation_report,AVGO,valuation,price_momentum_and_volatility,"The valuation agent recommends SELL for AVGO under risk_averse. The decision is based on January return 0.087177, annualized volatility 0.332711, and max drawdown -0.058914.",AVGO_PRICE_VOLUME_JAN2024,price_volume,supported
AVGO_risk_averse_fundamental_claim_001,AVGO_risk_averse_fundamental_report,AVGO,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for AVGO under risk_averse. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.6707703709803599.",AVGO_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
AVGO_risk_averse_sentiment_claim_001,AVGO_risk_averse_sentiment_report,AVGO,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for AVGO under risk_averse. The public-news keyword sentiment score is 0.666667, with 2 positive and 0 negative keyword hits.",AVGO_GDELT_202401_000,GDELT_NEWS,supported
AVGO_risk_averse_multi_agent_claim_001,AVGO_risk_averse_multi_agent_report,AVGO,multi_agent,consensus_decision,"The multi-agent consensus recommends HOLD for AVGO under risk_averse. The weighted consensus score is 0.350961, combining valuation, fundamental, and sentiment agents.",AVGO_risk_averse_DEBATE,debate_log,supported
AVGO_risk_seeking_valuation_claim_001,AVGO_risk_seeking_valuation_report,AVGO,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for AVGO under risk_seeking. The decision is based on January return 0.087177, annualized volatility 0.332711, and max drawdown -0.058914.",AVGO_PRICE_VOLUME_JAN2024,price_volume,supported
AVGO_risk_seeking_fundamental_claim_001,AVGO_risk_seeking_fundamental_report,AVGO,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for AVGO under risk_seeking. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.6707703709803599.",AVGO_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
AVGO_risk_seeking_sentiment_claim_001,AVGO_risk_seeking_sentiment_report,AVGO,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for AVGO under risk_seeking. The public-news keyword sentiment score is 0.666667, with 2 positive and 0 negative keyword hits.",AVGO_GDELT_202401_000,GDELT_NEWS,supported
AVGO_risk_seeking_multi_agent_claim_001,AVGO_risk_seeking_multi_agent_report,AVGO,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for AVGO under risk_seeking. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",AVGO_risk_seeking_DEBATE,debate_log,supported
ADBE_risk_neutral_valuation_claim_001,ADBE_risk_neutral_valuation_report,ADBE,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for ADBE under risk_neutral. The decision is based on January return 0.065009, annualized volatility 0.244154, and max drawdown -0.026669.",ADBE_PRICE_VOLUME_JAN2024,price_volume,supported
ADBE_risk_neutral_fundamental_claim_001,ADBE_risk_neutral_fundamental_report,ADBE,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for ADBE under risk_neutral. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.4453138117465328.",ADBE_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ADBE_risk_neutral_sentiment_claim_001,ADBE_risk_neutral_sentiment_report,ADBE,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for ADBE under risk_neutral. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",ADBE_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
ADBE_risk_neutral_multi_agent_claim_001,ADBE_risk_neutral_multi_agent_report,ADBE,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for ADBE under risk_neutral. The weighted consensus score is 0.726707, combining valuation, fundamental, and sentiment agents.",ADBE_risk_neutral_DEBATE,debate_log,supported
ADBE_risk_averse_valuation_claim_001,ADBE_risk_averse_valuation_report,ADBE,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for ADBE under risk_averse. The decision is based on January return 0.065009, annualized volatility 0.244154, and max drawdown -0.026669.",ADBE_PRICE_VOLUME_JAN2024,price_volume,supported
ADBE_risk_averse_fundamental_claim_001,ADBE_risk_averse_fundamental_report,ADBE,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for ADBE under risk_averse. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.4453138117465328.",ADBE_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ADBE_risk_averse_sentiment_claim_001,ADBE_risk_averse_sentiment_report,ADBE,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for ADBE under risk_averse. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",ADBE_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
ADBE_risk_averse_multi_agent_claim_001,ADBE_risk_averse_multi_agent_report,ADBE,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for ADBE under risk_averse. The weighted consensus score is 0.750006, combining valuation, fundamental, and sentiment agents.",ADBE_risk_averse_DEBATE,debate_log,supported
ADBE_risk_seeking_valuation_claim_001,ADBE_risk_seeking_valuation_report,ADBE,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for ADBE under risk_seeking. The decision is based on January return 0.065009, annualized volatility 0.244154, and max drawdown -0.026669.",ADBE_PRICE_VOLUME_JAN2024,price_volume,supported
ADBE_risk_seeking_fundamental_claim_001,ADBE_risk_seeking_fundamental_report,ADBE,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for ADBE under risk_seeking. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.4453138117465328.",ADBE_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ADBE_risk_seeking_sentiment_claim_001,ADBE_risk_seeking_sentiment_report,ADBE,sentiment,public_news_sentiment,"The sentiment agent recommends BUY for ADBE under risk_seeking. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",ADBE_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
ADBE_risk_seeking_multi_agent_claim_001,ADBE_risk_seeking_multi_agent_report,ADBE,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for ADBE under risk_seeking. The weighted consensus score is 1.000000, combining valuation, fundamental, and sentiment agents.",ADBE_risk_seeking_DEBATE,debate_log,supported
CRM_risk_neutral_valuation_claim_001,CRM_risk_neutral_valuation_report,CRM,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for CRM under risk_neutral. The decision is based on January return 0.097451, annualized volatility 0.247598, and max drawdown -0.023518.",CRM_PRICE_VOLUME_JAN2024,price_volume,supported
CRM_risk_neutral_fundamental_claim_001,CRM_risk_neutral_fundamental_report,CRM,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for CRM under risk_neutral. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.3618026411197293.",CRM_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
CRM_risk_neutral_sentiment_claim_001,CRM_risk_neutral_sentiment_report,CRM,sentiment,public_news_sentiment,"The sentiment agent recommends SELL for CRM under risk_neutral. The public-news keyword sentiment score is -0.666667, with 0 positive and 2 negative keyword hits.",CRM_GDELT_202401_000,GDELT_NEWS,supported
CRM_risk_neutral_multi_agent_claim_001,CRM_risk_neutral_multi_agent_report,CRM,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for CRM under risk_neutral. The weighted consensus score is 0.297981, combining valuation, fundamental, and sentiment agents.",CRM_risk_neutral_DEBATE,debate_log,supported
CRM_risk_averse_valuation_claim_001,CRM_risk_averse_valuation_report,CRM,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for CRM under risk_averse. The decision is based on January return 0.097451, annualized volatility 0.247598, and max drawdown -0.023518.",CRM_PRICE_VOLUME_JAN2024,price_volume,supported
CRM_risk_averse_fundamental_claim_001,CRM_risk_averse_fundamental_report,CRM,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for CRM under risk_averse. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.3618026411197293.",CRM_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
CRM_risk_averse_sentiment_claim_001,CRM_risk_averse_sentiment_report,CRM,sentiment,public_news_sentiment,"The sentiment agent recommends SELL for CRM under risk_averse. The public-news keyword sentiment score is -0.666667, with 0 positive and 2 negative keyword hits.",CRM_GDELT_202401_000,GDELT_NEWS,supported
CRM_risk_averse_multi_agent_claim_001,CRM_risk_averse_multi_agent_report,CRM,multi_agent,consensus_decision,"The multi-agent consensus recommends HOLD for CRM under risk_averse. The weighted consensus score is 0.325698, combining valuation, fundamental, and sentiment agents.",CRM_risk_averse_DEBATE,debate_log,supported
CRM_risk_seeking_valuation_claim_001,CRM_risk_seeking_valuation_report,CRM,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for CRM under risk_seeking. The decision is based on January return 0.097451, annualized volatility 0.247598, and max drawdown -0.023518.",CRM_PRICE_VOLUME_JAN2024,price_volume,supported
CRM_risk_seeking_fundamental_claim_001,CRM_risk_seeking_fundamental_report,CRM,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for CRM under risk_seeking. The SEC-derived fundamental score is 5, and debt-to-asset ratio is 0.3618026411197293.",CRM_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
CRM_risk_seeking_sentiment_claim_001,CRM_risk_seeking_sentiment_report,CRM,sentiment,public_news_sentiment,"The sentiment agent recommends SELL for CRM under risk_seeking. The public-news keyword sentiment score is -0.666667, with 0 positive and 2 negative keyword hits.",CRM_GDELT_202401_000,GDELT_NEWS,supported
CRM_risk_seeking_multi_agent_claim_001,CRM_risk_seeking_multi_agent_report,CRM,multi_agent,consensus_decision,"The multi-agent consensus recommends BUY for CRM under risk_seeking. The weighted consensus score is 0.364809, combining valuation, fundamental, and sentiment agents.",CRM_risk_seeking_DEBATE,debate_log,supported
ORCL_risk_neutral_valuation_claim_001,ORCL_risk_neutral_valuation_report,ORCL,valuation,price_momentum_and_volatility,"The valuation agent recommends BUY for ORCL under risk_neutral. The decision is based on January return 0.077578, annualized volatility 0.188897, and max drawdown -0.028696.",ORCL_PRICE_VOLUME_JAN2024,price_volume,supported
ORCL_risk_neutral_fundamental_claim_001,ORCL_risk_neutral_fundamental_report,ORCL,fundamental,sec_fundamental_score,"The fundamental agent recommends BUY for ORCL under risk_neutral. The SEC-derived fundamental score is 4, and debt-to-asset ratio is None.",ORCL_SEC_XBRL_SUMMARY_ASOF_2024-01-31,SEC_XBRL_COMPANYFACTS,supported
ORCL_risk_neutral_sentiment_claim_001,ORCL_risk_neutral_sentiment_report,ORCL,sentiment,public_news_sentiment,"The sentiment agent recommends HOLD for ORCL under risk_neutral. The public-news keyword sentiment score is 0.000000, with 0 positive and 0 negative keyword hits.",ORCL_NO_PUBLIC_NEWS_JAN2024,GDELT_NEWS,supported
